Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
3373,99737,066.7 053.0,19-5109PT-HY-249-0912-06670530-0075A-7,75,10.93000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,10.93000,,,,,,,,,,,,,,,76,,,,,,,,
3373,99738,066.7 053.0,19-5109PT-HY-249-0912-06670530-0096A-3,96,9.590000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,96.00000,9.590000,,,,,,,,,,,,,,,97,,,,,,,,
3373,99739,066.7 053.0,19-5109PT-HY-249-0912-06670530-0100A-7,100,9.490000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,9.490000,,,,,,,,,,,,,,,101,,,,,,,,
3373,99740,066.7 053.0,19-5109PT-HY-249-0912-06670530-0125A-7,125,9.040000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,9.040000,,,,,,,,,,,,,,,126,,,,,,,,
3373,99741,066.7 053.0,19-5109PT-HY-249-0912-06670530-0150A-3,150,8.860000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,8.860000,,,,,,,,,,,,,,,151,,,,,,,,
3373,99742,066.7 053.0,19-5109PT-HY-249-0912-06670530-0198A-3,198,8.560000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,198.0000,8.560000,,,,,,,,,,,,,,,200,,,,,,,,
3373,99743,066.7 053.0,19-5109PT-HY-249-0912-06670530-0200A-7,200,8.540000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,8.540000,,,,,,,,,,,,,,,202,,,,,,,,
3373,99744,066.7 053.0,19-5109PT-HY-249-0912-06670530-0247A-3,247,8.170000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,247.0000,8.170000,,,,,,,,,,,,,,,249,,,,,,,,
3373,99745,066.7 053.0,19-5109PT-HY-249-0912-06670530-0250A-7,250,8.160000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.160000,,,,,,,,,,,,,,,252,,,,,,,,
3373,99746,066.7 053.0,19-5109PT-HY-249-0912-06670530-0295A-3,295,7.920000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,295.0000,7.920000,,,,,,,,,,,,,,,298,,,,,,,,
3373,99747,066.7 053.0,19-5109PT-HY-249-0912-06670530-0300A-7,300,7.820000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.820000,,,,,,,,,,,,,,,303,,,,,,,,
3373,99748,066.7 053.0,19-5109PT-HY-249-0912-06670530-0351A-3,351,6.750000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,351.0000,6.750000,,,,,,,,,,,,,,,354,,,,,,,,
3373,99749,066.7 053.0,19-5109PT-HY-249-0912-06670530-0399A-3,399,6.320000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,399.0000,6.320000,,,,,,,,,,,,,,,402,,,,,,,,
3373,99750,066.7 053.0,19-5109PT-HY-249-0912-06670530-0400A-7,400,6.310000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.310000,,,,,,,,,,,,,,,403,,,,,,,,
3373,99751,066.7 053.0,19-5109PT-HY-249-0912-06670530-0498A-3,498,5.830000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,498.0000,5.830000,,,,,,,,,,,,,,,502,,,,,,,,
3373,99752,066.7 053.0,19-5109PT-HY-249-0912-06670530-0500A-7,500,5.820000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.820000,,,,,,,,,,,,,,,504,,,,,,,,
3373,99753,066.7 053.0,19-5109PT-HY-249-0912-06670530-0600A-7,600,5.430000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.430000,,,,,,,,,,,,,,,606,,,,,,,,
3373,99754,066.7 053.0,19-5109PT-HY-249-0912-06670530-0601A-3,601,5.430000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,601.0000,5.430000,,,,,,,,,,,,,,,607,,,,,,,,
3373,99755,066.7 053.0,19-5109PT-HY-249-0912-06670530-0700A-7,700,4.930000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.930000,,,,,,,,,,,,,,,707,,,,,,,,
3373,99756,066.7 053.0,19-5109PT-HY-249-0912-06670530-0702A-3,702,4.920000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,702.0000,4.920000,,,,,,,,,,,,,,,709,,,,,,,,
3374,99757,066.0 056.0,19-5109PT-HY-249-1242-06600560-0010A-3,10,15.69000,33.24000,,24.46500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,15.69000,15.69000,33.24000,24.46000,346.1000,0.030000,,,,,,,,,,10,,,,,,,,
3374,99758,066.0 056.0,19-5109PT-HY-249-1242-06600560-0020A-7,20,15.00000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,15.00000,,,,,,,,,,,,,,,20,,,,,,,,
3374,99759,066.0 056.0,19-5109PT-HY-249-1242-06600560-0030A-7,30,14.30000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,14.30000,,,,,,,,,,,,,,,30,,,,,,,,
3374,99760,066.0 056.0,19-5109PT-HY-249-1242-06600560-0050A-7,50,12.92000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,12.92000,,,,,,,,,,,,,,,50,,,,,,,,
3374,99761,066.0 056.0,19-5109PT-HY-249-1242-06600560-0075A-7,75,11.19000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,11.19000,,,,,,,,,,,,,,,76,,,,,,,,
3374,99762,066.0 056.0,19-5109PT-HY-249-1242-06600560-0100A-7,100,9.450000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,9.450000,,,,,,,,,,,,,,,101,,,,,,,,
3374,99763,066.0 056.0,19-5109PT-HY-249-1242-06600560-0107A-3,107,8.970000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,107.0000,8.970000,,,,,,,,,,,,,,,108,,,,,,,,
3374,99764,066.0 056.0,19-5109PT-HY-249-1242-06600560-0125A-7,125,8.590000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,8.590000,,,,,,,,,,,,,,,126,,,,,,,,
3374,99765,066.0 056.0,19-5109PT-HY-249-1242-06600560-0150A-7,150,8.270000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,8.270000,,,,,,,,,,,,,,,151,,,,,,,,
3374,99766,066.0 056.0,19-5109PT-HY-249-1242-06600560-0161A-3,161,8.210000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,161.0000,8.210000,,,,,,,,,,,,,,,162,,,,,,,,
3374,99767,066.0 056.0,19-5109PT-HY-249-1242-06600560-0200A-7,200,7.770000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,7.770000,,,,,,,,,,,,,,,202,,,,,,,,
3374,99768,066.0 056.0,19-5109PT-HY-249-1242-06600560-0215A-3,215,7.620000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,215.0000,7.620000,,,,,,,,,,,,,,,217,,,,,,,,
3374,99769,066.0 056.0,19-5109PT-HY-249-1242-06600560-0250A-7,250,7.280000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,7.280000,,,,,,,,,,,,,,,252,,,,,,,,
3374,99770,066.0 056.0,19-5109PT-HY-249-1242-06600560-0300A-7,300,6.830000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,6.830000,,,,,,,,,,,,,,,303,,,,,,,,
3374,99771,066.0 056.0,19-5109PT-HY-249-1242-06600560-0390A-3,390,6.150000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,390.0000,6.150000,,,,,,,,,,,,,,,393,,,,,,,,
3374,99772,066.0 056.0,19-5109PT-HY-249-1242-06600560-0400A-7,400,6.090000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.090000,,,,,,,,,,,,,,,403,,,,,,,,
3374,99773,066.0 056.0,19-5109PT-HY-249-1242-06600560-0500A-7,500,5.570000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.570000,,,,,,,,,,,,,,,504,,,,,,,,
3374,99774,066.0 056.0,19-5109PT-HY-249-1242-06600560-0600A-7,600,5.160000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.160000,,,,,,,,,,,,,,,606,,,,,,,,
3374,99775,066.0 056.0,19-5109PT-HY-249-1242-06600560-0685A-3,685,4.880000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,685.0000,4.880000,,,,,,,,,,,,,,,691,,,,,,,,
3374,99776,066.0 056.0,19-5109PT-HY-249-1242-06600560-0700A-7,700,4.830000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.830000,,,,,,,,,,,,,,,707,,,,,,,,
3374,99777,066.0 056.0,19-5109PT-HY-249-1242-06600560-0800A-7,800,4.520000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.520000,,,,,,,,,,,,,,,808,,,,,,,,
3374,99778,066.0 056.0,19-5109PT-HY-249-1242-06600560-0900A-7,900,4.210000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.210000,,,,,,,,,,,,,,,909,,,,,,,,
3374,99779,066.0 056.0,19-5109PT-HY-249-1242-06600560-1000A-7,1000,3.900000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.900000,,,,,,,,,,,,,,,1010,,,,,,,,
3374,99780,066.0 056.0,19-5109PT-HY-249-1242-06600560-1100A-7,1100,3.590000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.590000,,,,,,,,,,,,,,,1111,,,,,,,,
3374,99781,066.0 056.0,19-5109PT-HY-249-1242-06600560-1200A-7,1200,3.280000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1200.000,3.280000,,,,,,,,,,,,,,,1213,,,,,,,,
3374,99782,066.0 056.0,19-5109PT-HY-249-1242-06600560-1279A-3,1279,3.040000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1279.000,3.040000,,,,,,,,,,,,,,,1293,,,,,,,,
3375,99783,066.7 056.0,19-5109PT-HY-249-1548-06670560-0010A-3,10,14.92000,33.24000,,24.63400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,14.92000,14.92000,33.24000,24.63000,329.9000,0.030000,,,,,,,,,,10,,,,,,,,
3375,99784,066.7 056.0,19-5109PT-HY-249-1548-06670560-0020A-7,20,14.31000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,14.31000,,,,,,,,,,,,,,,20,,,,,,,,
3375,99785,066.7 056.0,19-5109PT-HY-249-1548-06670560-0030A-7,30,13.69000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,13.69000,,,,,,,,,,,,,,,30,,,,,,,,
3375,99786,066.7 056.0,19-5109PT-HY-249-1548-06670560-0050A-7,50,12.46000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,12.46000,,,,,,,,,,,,,,,50,,,,,,,,
3375,99787,066.7 056.0,19-5109PT-HY-249-1548-06670560-0075A-7,75,10.93000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,10.93000,,,,,,,,,,,,,,,76,,,,,,,,
3375,99788,066.7 056.0,19-5109PT-HY-249-1548-06670560-0100A-7,100,9.390000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,9.390000,,,,,,,,,,,,,,,101,,,,,,,,
3375,99789,066.7 056.0,19-5109PT-HY-249-1548-06670560-0108A-3,108,8.900000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,108.0000,8.900000,,,,,,,,,,,,,,,109,,,,,,,,
3375,99790,066.7 056.0,19-5109PT-HY-249-1548-06670560-0125A-7,125,8.560000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,8.560000,,,,,,,,,,,,,,,126,,,,,,,,
3375,99791,066.7 056.0,19-5109PT-HY-249-1548-06670560-0150A-7,150,8.250000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,8.250000,,,,,,,,,,,,,,,151,,,,,,,,
3375,99792,066.7 056.0,19-5109PT-HY-249-1548-06670560-0161A-3,161,8.180000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,161.0000,8.180000,,,,,,,,,,,,,,,162,,,,,,,,
3375,99793,066.7 056.0,19-5109PT-HY-249-1548-06670560-0200A-7,200,7.840000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,7.840000,,,,,,,,,,,,,,,202,,,,,,,,
3375,99794,066.7 056.0,19-5109PT-HY-249-1548-06670560-0215A-3,215,7.720000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,215.0000,7.720000,,,,,,,,,,,,,,,217,,,,,,,,
3375,99795,066.7 056.0,19-5109PT-HY-249-1548-06670560-0250A-7,250,7.350000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,7.350000,,,,,,,,,,,,,,,252,,,,,,,,
3375,99796,066.7 056.0,19-5109PT-HY-249-1548-06670560-0300A-7,300,6.840000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,6.840000,,,,,,,,,,,,,,,303,,,,,,,,
3375,99797,066.7 056.0,19-5109PT-HY-249-1548-06670560-0322A-3,322,6.610000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,322.0000,6.610000,,,,,,,,,,,,,,,325,,,,,,,,
3375,99798,066.7 056.0,19-5109PT-HY-249-1548-06670560-0400A-7,400,6.010000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.010000,,,,,,,,,,,,,,,403,,,,,,,,
3375,99799,066.7 056.0,19-5109PT-HY-249-1548-06670560-0435A-3,435,5.800000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,435.0000,5.800000,,,,,,,,,,,,,,,439,,,,,,,,
3375,99800,066.7 056.0,19-5109PT-HY-249-1548-06670560-0500A-7,500,5.560000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.560000,,,,,,,,,,,,,,,504,,,,,,,,
3375,99801,066.7 056.0,19-5109PT-HY-249-1548-06670560-0543A-3,543,5.430000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,543.0000,5.430000,,,,,,,,,,,,,,,548,,,,,,,,
3375,99802,066.7 056.0,19-5109PT-HY-249-1548-06670560-0600A-7,600,5.200000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.200000,,,,,,,,,,,,,,,606,,,,,,,,
3375,99803,066.7 056.0,19-5109PT-HY-249-1548-06670560-0651A-3,651,4.990000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,651.0000,4.990000,,,,,,,,,,,,,,,657,,,,,,,,
3375,99804,066.7 056.0,19-5109PT-HY-249-1548-06670560-0700A-7,700,4.800000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.800000,,,,,,,,,,,,,,,707,,,,,,,,
3375,99805,066.7 056.0,19-5109PT-HY-249-1548-06670560-0800A-7,800,4.440000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.440000,,,,,,,,,,,,,,,808,,,,,,,,
3375,99806,066.7 056.0,19-5109PT-HY-249-1548-06670560-0865A-3,865,4.220000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,865.0000,4.220000,,,,,,,,,,,,,,,873,,,,,,,,
3375,99807,066.7 056.0,19-5109PT-HY-249-1548-06670560-0900A-7,900,4.120000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.120000,,,,,,,,,,,,,,,909,,,,,,,,
3375,99808,066.7 056.0,19-5109PT-HY-249-1548-06670560-1000A-7,1000,3.830000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.830000,,,,,,,,,,,,,,,1010,,,,,,,,
3375,99809,066.7 056.0,19-5109PT-HY-249-1548-06670560-1100A-7,1100,3.540000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.540000,,,,,,,,,,,,,,,1111,,,,,,,,
3375,99810,066.7 056.0,19-5109PT-HY-249-1548-06670560-1200A-7,1200,3.250000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1200.000,3.250000,,,,,,,,,,,,,,,1213,,,,,,,,
3375,99811,066.7 056.0,19-5109PT-HY-249-1548-06670560-1285A-3,1285,3.000000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1285.000,3.000000,,,,,,,,,,,,,,,1299,,,,,,,,
3376,99812,068.0 054.0,19-5109PT-HY-249-1924-06800540-0010A-3,10,12.82000,33.44000,,25.22100,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,12.82000,12.82000,33.44000,25.22000,274.0000,0.020000,,,,,,,,,,10,,,,,,,,
3376,99813,068.0 054.0,19-5109PT-HY-249-1924-06800540-0020A-7,20,12.43000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,12.43000,,,,,,,,,,,,,,,20,,,,,,,,
3376,99814,068.0 054.0,19-5109PT-HY-249-1924-06800540-0030A-7,30,12.04000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,12.04000,,,,,,,,,,,,,,,30,,,,,,,,
3376,99815,068.0 054.0,19-5109PT-HY-249-1924-06800540-0050A-7,50,11.26000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,11.26000,,,,,,,,,,,,,,,50,,,,,,,,
3376,99816,068.0 054.0,19-5109PT-HY-249-1924-06800540-0075A-7,75,10.28000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,10.28000,,,,,,,,,,,,,,,76,,,,,,,,
3376,99817,068.0 054.0,19-5109PT-HY-249-1924-06800540-0099A-3,99,9.340000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,99.00000,9.340000,,,,,,,,,,,,,,,100,,,,,,,,
3376,99818,068.0 054.0,19-5109PT-HY-249-1924-06800540-0100A-7,100,9.330000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,9.330000,,,,,,,,,,,,,,,101,,,,,,,,
3376,99819,068.0 054.0,19-5109PT-HY-249-1924-06800540-0125A-7,125,9.100000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,9.100000,,,,,,,,,,,,,,,126,,,,,,,,
3376,99820,068.0 054.0,19-5109PT-HY-249-1924-06800540-0150A-7,150,8.970000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,8.970000,,,,,,,,,,,,,,,151,,,,,,,,
3376,99821,068.0 054.0,19-5109PT-HY-249-1924-06800540-0153A-3,153,8.960000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,153.0000,8.960000,,,,,,,,,,,,,,,154,,,,,,,,
3376,99822,068.0 054.0,19-5109PT-HY-249-1924-06800540-0200A-7,200,8.290000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,8.290000,,,,,,,,,,,,,,,202,,,,,,,,
3376,99823,068.0 054.0,19-5109PT-HY-249-1924-06800540-0203A-3,203,8.240000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,203.0000,8.240000,,,,,,,,,,,,,,,205,,,,,,,,
3376,99824,068.0 054.0,19-5109PT-HY-249-1924-06800540-0250A-7,250,7.800000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,7.800000,,,,,,,,,,,,,,,252,,,,,,,,
3376,99825,068.0 054.0,19-5109PT-HY-249-1924-06800540-0300A-7,300,7.450000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.450000,,,,,,,,,,,,,,,303,,,,,,,,
3376,99826,068.0 054.0,19-5109PT-HY-249-1924-06800540-0301A-3,301,7.440000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,301.0000,7.440000,,,,,,,,,,,,,,,304,,,,,,,,
3376,99827,068.0 054.0,19-5109PT-HY-249-1924-06800540-0400A-7,400,6.730000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.730000,,,,,,,,,,,,,,,403,,,,,,,,
3376,99828,068.0 054.0,19-5109PT-HY-249-1924-06800540-0404A-3,404,6.700000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,404.0000,6.700000,,,,,,,,,,,,,,,408,,,,,,,,
3376,99829,068.0 054.0,19-5109PT-HY-249-1924-06800540-0500A-7,500,5.870000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.870000,,,,,,,,,,,,,,,504,,,,,,,,
3376,99830,068.0 054.0,19-5109PT-HY-249-1924-06800540-0502A-3,502,5.850000,,,,,,,3,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,502.0000,5.850000,,,,,,,,,,,,,,,506,,,,,,,,
3376,99831,068.0 054.0,19-5109PT-HY-249-1924-06800540-0600A-7,600,5.320000,,,,,,,7,2,,,9,9,9,9,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.320000,,,,,,,,,,,,,,,606,,,,,,,,
